name,description
Metformin,Metformin is an oral antihyperglycemic agent used primarily to treat type 2 diabetes by improving insulin sensitivity and reducing hepatic glucose production.
Methdilazine,Methdilazine is an antihistamine used to relieve allergy symptoms and is also indicated for the treatment of motion sickness.
Methimazole,Methimazole is an antithyroid medication used to manage hyperthyroidism by inhibiting the synthesis of thyroid hormones.
Methionine,Methionine is an essential amino acid that plays a critical role in protein synthesis and is a precursor for other important biomolecules.
Methocarbamol,Methocarbamol is a muscle relaxant used to relieve muscle spasms and discomfort associated with acute musculoskeletal conditions.
Methotrexate,Methotrexate is an antimetabolite and antifolate medication used primarily in the treatment of certain cancers and autoimmune diseases.
Methoxsalen,Methoxsalen is a psoralen compound used in combination with ultraviolet A (UVA) light for the treatment of skin conditions such as psoriasis.
Methoxy polyethylene glycol epoetin beta,Methoxy polyethylene glycol epoetin beta is a modified form of erythropoietin used to stimulate red blood cell production in patients with anemia.
Methyl Salicylate,Methyl Salicylate is an organic ester used as a topical analgesic and in various formulations for pain relief.
Methyl Sulfonyl Methane,Methyl Sulfonyl Methane (MSM) is a sulfur-containing compound often used as a dietary supplement for joint health and inflammation.
Methylcellulose,"A cellulose derivative used as a thickening agent, emulsifier, and laxative."
Methylcobalamin,A form of vitamin B12 that is involved in the metabolism of homocysteine and is essential for nerve health.
Methylcobalamin Mecobalamin,"A bioactive form of vitamin B12, often used in the treatment of neuropathies and vitamin B12 deficiency."
Methyldopa,"An antihypertensive medication primarily used to treat high blood pressure, particularly in pregnancy."
Methylene Blue,A synthetic dye used as a medication for methemoglobinemia and as a staining agent in biological research.
Methylergometrine,A synthetic ergot alkaloid used primarily to prevent or treat postpartum hemorrhage by promoting uterine contractions.
Methylphenidate,A central nervous system stimulant commonly prescribed for attention deficit hyperactivity disorder (ADHD) and narcolepsy.
Methylpolysiloxane,A silicone compound used as an anti-foaming agent in various pharmaceutical formulations and food products.
Methylprednisolone,A corticosteroid used to reduce inflammation and suppress the immune response in various conditions.
Metoclopramide,"A medication that increases gastrointestinal motility and is used to treat nausea, vomiting, and gastroparesis."
Metolazone,Metolazone is a thiazide-like diuretic used to treat hypertension and edema associated with heart failure.
Metoprolol Succinate,"Metoprolol Succinate is a beta-1 selective adrenergic antagonist used for the treatment of hypertension, heart failure, and angina."
Metoprolol Tartrate,Metoprolol Tartrate is a beta-1 selective adrenergic antagonist used primarily for the management of hypertension and angina.
Metronidazole,"Metronidazole is an antibiotic and antiprotozoal medication used to treat various infections, including bacterial vaginosis and certain gastrointestinal infections."
Mexiletine,Mexiletine is an antiarrhythmic medication used to treat ventricular arrhythmias.
Mianserin,Mianserin is an antidepressant medication primarily used to treat major depressive disorder.
Micafungin,"Micafungin is an antifungal agent used to treat invasive fungal infections, particularly those caused by Candida and Aspergillus species."
Miconazole,"Miconazole is an antifungal medication used to treat various fungal infections, including athlete's foot and yeast infections."
Midazolam,"Midazolam is a short-acting benzodiazepine used for sedation, anxiolysis, and amnesia in medical procedures."
Midodrine,Midodrine is a medication used to treat orthostatic hypotension by increasing blood pressure.
Mifepristone,Mifepristone is a synthetic steroid used primarily as an abortifacient and for the treatment of Cushing's syndrome.
Miglitol,"Miglitol is an oral antihyperglycemic agent that inhibits intestinal alpha-glucosidase, thereby delaying carbohydrate absorption."
Milk Of Magnesia,"Milk of Magnesia is a saline laxative containing magnesium hydroxide, commonly used to relieve constipation and as an antacid."
Milnacipran,Milnacipran is a serotonin-norepinephrine reuptake inhibitor (SNRI) used in the treatment of fibromyalgia.
Milrinone,"Milrinone is a phosphodiesterase inhibitor used in the management of heart failure, primarily to improve cardiac output."
Miltefosine,Miltefosine is an antiprotozoal medication used primarily for the treatment of leishmaniasis.
Minocycline,"Minocycline is a tetracycline antibiotic used to treat various bacterial infections, including acne."
Minodronic acid,Minodronic acid is a bisphosphonate used for the treatment of osteoporosis and related conditions.
Minoxidil,Minoxidil is a vasodilator used topically to stimulate hair growth in androgenetic alopecia.
Mirabegron,Mirabegron is a beta-3 adrenergic agonist used to treat overactive bladder by relaxing the bladder muscle.
Mirtazapine,Mirtazapine is an antidepressant medication primarily used to treat major depressive disorder.
Misoprostol,Misoprostol is a synthetic prostaglandin used to prevent gastric ulcers and induce labor.
Mitomycin,"Mitomycin is an antineoplastic antibiotic used in cancer chemotherapy, particularly for bladder cancer."
Mitoxantrone,Mitoxantrone is a chemotherapy drug used to treat certain types of cancer and multiple sclerosis.
Mizolastine,Mizolastine is an antihistamine used to relieve allergic symptoms such as hay fever.
Moclobemide,Moclobemide is a reversible inhibitor of monoamine oxidase A (RIMA) used primarily in the treatment of depression.
Modafinil,"Modafinil is a wakefulness-promoting agent used to treat narcolepsy, obstructive sleep apnea, and shift work sleep disorder."
Molgramostim,Molgramostim is a recombinant human granulocyte-macrophage colony-stimulating factor (GM-CSF) used to stimulate the production of white blood cells.
Molnupiravir,"Molnupiravir is an antiviral medication developed for the treatment of COVID-19, acting as a nucleoside analog."
Mometasone,Mometasone is a corticosteroid used topically to relieve inflammation and itching associated with various skin conditions.
Mono Ammonium Glycyrrhizinate,"A salt of glycyrrhizic acid, used for its anti-inflammatory and soothing properties in dermatological formulations."
Monobasic sodium phosphate,An inorganic compound used as a buffering agent and in various pharmaceutical formulations.
Monobenzone,A depigmenting agent used in the treatment of skin conditions such as vitiligo.
Montelukast,A leukotriene receptor antagonist used primarily for the management of asthma and allergic rhinitis.
Morphine,An opioid analgesic used for the relief of moderate to severe pain.
Mosapride,Mosapride is a gastroprokinetic agent used to enhance gastrointestinal motility.
Moxifloxacin,Moxifloxacin is a fluoroquinolone antibiotic effective against a variety of bacterial infections.
Moxonidine,Moxonidine is an antihypertensive medication that acts as an imidazoline receptor agonist.
Mucopolysaccharide Polysulfate,Mucopolysaccharide Polysulfate is a glycosaminoglycan used in the treatment of osteoarthritis and other conditions.
Mumps Virus Vaccine,Mumps Virus Vaccine is a live attenuated vaccine used to prevent mumps infection.
Mupirocin,Mupirocin is a topical antibiotic used to treat bacterial skin infections.
Mycophenolate mofetil,Mycophenolate mofetil is an immunosuppressive medication used primarily in organ transplantation and autoimmune diseases.
Mycophenolate sodium,"Mycophenolate sodium is a prodrug of mycophenolate mofetil, used as an immunosuppressant in transplant patients."
Myo Inositol,Myo Inositol is a carbohydrate that plays a role in cellular signaling and is often used in dietary supplements.
Nabumetone,Nabumetone is a nonsteroidal anti-inflammatory drug (NSAID) used to relieve pain and inflammation.
Nadifloxacin,Nadifloxacin is a topical fluoroquinolone antibiotic used for the treatment of skin infections.
Nadroparin,Nadroparin is a low molecular weight heparin used for the prevention and treatment of thromboembolic disorders.
Naftopidil,Naftopidil is an alpha-1 adrenergic antagonist used primarily for the treatment of benign prostatic hyperplasia.
Nalbuphine,Nalbuphine is a mixed opioid agonist-antagonist used for pain management.
Nalidixic Acid,Nalidixic Acid is a synthetic antibacterial agent used primarily for the treatment of urinary tract infections.
Naloxone,Naloxone is an opioid antagonist used to reverse opioid overdoses by displacing opioids from their receptors.
Naltrexone,Naltrexone is an opioid receptor antagonist used in the management of alcohol dependence and opioid addiction.
Nandrolone Decanoate,Nandrolone Decanoate is an anabolic steroid used to promote muscle growth and improve physical performance.
